architecture,model,dataset,chunk_size_kb,burst_enabled,chunks_produced,chunks_processed,chunks_persisted,duration_s,avg_latency_ms,throughput_chunks_per_s,throughput_tokens_per_s,success_rate,total_tokens,error_count,timestamp
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,False,200,200,200,307.0280668735504,1535.140334367752,0.6514062445058811,100.4175296218041,1.0,30831,0,2025-10-27 09:30:08
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,305.47255635261536,1527.3627817630768,0.6547232994938325,100.92887023347174,1.0,30831,0,2025-10-27 09:35:17
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,308.97188925743103,1544.8594462871552,0.6473080786756067,99.78577686823814,1.0,30831,0,2025-10-27 09:40:24
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,308.5209732055664,1542.604866027832,0.648254145972568,99.93161787240123,1.0,30831,0,2025-10-27 09:45:36
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,304.65994930267334,1523.2997465133667,0.6564696162320441,101.19807369025077,1.0,30831,0,2025-10-27 09:50:46
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,304.1798007488251,1520.8990037441254,0.6575058551147812,101.3578150952191,1.0,30831,0,2025-10-27 09:55:53
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,305.0913333892822,1525.4566669464111,0.6555414005969464,101.05498460902228,1.0,30831,0,2025-10-27 10:00:59
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,308.4451084136963,1542.2255420684814,0.6484135897910033,99.95619693423211,1.0,30831,0,2025-10-27 10:06:07
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,0.5,True,200,200,200,305.90279603004456,1529.5139801502228,0.6538024581519575,100.78691793641501,1.0,30831,0,2025-10-27 10:11:17
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,1.0,False,200,200,200,461.6196482181549,2308.0982410907745,0.43325712146785145,119.26918668327748,1.0,55057,0,2025-10-27 10:16:25
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,1.0,True,200,200,200,460.1144509315491,2300.5722546577454,0.43467445892012174,119.65935842382571,1.0,55057,0,2025-10-27 10:24:09
architecture1,Qwen/Qwen2.5-3B-Instruct,cc_news,1.0,True,200,200,200,461.79827857017517,2308.991392850876,0.4330895312543004,119.22305161134008,1.0,55057,0,2025-10-27 10:31:51
