architecture,model,dataset,chunk_size_kb,burst_length_s,result_ms,chunk_size_tokens,burst_enabled,burst_interval_s,chunks_produced,chunks_processed,chunks_persisted,total_duration_ms,throughput_chunks_per_s,throughput_tokens_per_s,success_rate,status,error_message
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,20.0,60,535.6695461273193,5120,True,2,100,100,100,53566.95461273193,1.8668225722922045,1282.376429584684,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,,536.1081957817078,10240,False,,100,100,100,53610.81957817078,1.8652951174191328,1283.957241124286,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,1,587.4715218177208,10240,True,2,52,52,52,30548.519134521484,1.702210171662206,1372.177807225699,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,5,515.8984661102295,10240,True,2,100,100,100,51589.84661102295,1.938365910524601,1334.254790850504,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,10,535.832462310791,10240,True,2,100,100,100,53583.2462310791,1.866254977698579,1284.61795134904,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,15,540.9403610229492,10240,True,2,100,100,100,54094.03610229492,1.8486326258017478,1272.487781644375,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,30,535.6884789466858,10240,True,2,100,100,100,53568.84789466858,1.8667565932466594,1284.9632333954055,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,45,535.5743956565857,10240,True,2,100,100,100,53557.43956565857,1.8671542331183575,1285.2369448246902,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,40.0,60,538.4092974662781,10240,True,2,100,100,100,53840.92974662781,1.8573230527517637,1278.4697501311489,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,,537.3252010345459,20480,False,,100,100,100,53732.52010345459,1.8610703500871304,1281.0491647789752,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,1,593.5545850683142,20480,True,2,54,54,54,32051.947593688965,1.6847650159840089,1326.6900513831113,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,5,550.9231066703796,20480,True,2,100,100,100,55092.310667037964,1.8151353390198346,1249.4302592609129,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,10,536.1505794525146,20480,True,2,100,100,100,53615.057945251465,1.865147662474115,1283.8557419874323,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,15,535.8985424041748,20480,True,2,100,100,100,53589.85424041748,1.8660248552155974,1284.4595488391044,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,30,536.0376334190369,20480,True,2,100,100,100,53603.76334190369,1.865540659191497,1284.126257347875,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,45,541.012716293335,20480,True,2,100,100,100,54101.271629333496,1.8483853888894617,1272.3175985881721,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,cc_news,80.0,60,535.9039735794067,20480,True,2,100,100,100,53590.397357940674,1.866005943790276,1284.4465313485987,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,,537.9409456253052,128,False,,100,100,100,53794.09456253052,1.8589401088210438,221.10233654317494,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,1,561.044448829559,128,True,2,83,83,83,46566.68925285339,1.7823899729980082,211.00920330937865,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,5,557.6125264167786,128,True,2,100,100,100,55761.25264167786,1.7933599993278595,213.3022383200556,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,10,537.6499128341675,128,True,2,100,100,100,53764.99128341675,1.859946363105688,221.22202042779054,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,15,537.662844657898,128,True,2,100,100,100,53766.284465789795,1.8599016278245453,221.21669961345142,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,30,532.5522112846375,128,True,2,100,100,100,53255.221128463745,1.8777501600974895,223.3396040419954,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,45,537.5633668899536,128,True,2,100,100,100,53756.33668899536,1.860245808388043,221.25763644967387,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,0.5,60,537.5930452346802,128,True,2,100,100,100,53759.30452346802,1.860143111716524,221.24542170756337,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,,537.9906153678894,256,False,,100,100,100,53799.06153678894,1.8587684830081632,353.166011771551,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,1,555.6293144458677,256,True,2,82,82,82,45561.60378456116,1.7997610529194372,341.8887551381228,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,5,517.5663137435913,256,True,2,100,100,100,51756.63137435913,1.9321195631279284,367.10271699430643,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,10,537.6263189315796,256,True,2,100,100,100,53762.63189315796,1.8600279874454284,353.4053176146314,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,15,537.7318143844604,256,True,2,100,100,100,53773.181438446045,1.8596630759976442,353.3359844395524,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,30,537.6745295524597,256,True,2,100,100,100,53767.45295524597,1.859861207917665,353.37362950435636,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,45,537.6758551597595,256,True,2,100,100,100,53767.58551597595,1.8598566225423498,353.37275828304644,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,1.0,60,537.6671648025513,256,True,2,100,100,100,53766.71648025513,1.8598866835530719,353.3784698750836,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,,532.9760718345642,512,False,,100,100,100,53297.60718345642,1.8762568393697046,408.04833742612334,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,1,555.6674265280003,512,True,2,82,82,82,45564.72897529602,1.7996376110227323,386.8781927696186,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,5,517.7088379859924,512,True,2,100,100,100,51770.88379859924,1.9315876543468566,420.0816830673544,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,10,537.716212272644,512,True,2,100,100,100,53771.621227264404,1.8597170350760397,404.45126078833715,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,15,537.7540612220764,512,True,2,100,100,100,53775.40612220764,1.8595861419018271,404.42279414080934,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,30,537.6361751556396,512,True,2,100,100,100,53763.617515563965,1.8599938884516303,404.5114708604606,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,45,537.6936101913452,512,True,2,100,100,100,53769.36101913452,1.8597952087326035,404.4682619951666,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,2.0,60,537.7558922767639,512,True,2,100,100,100,53775.58922767639,1.8595798100252807,404.42141708429807,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,,538.0030202865601,1280,False,,100,100,100,53800.302028656006,1.858725624750886,404.23564887082273,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,1,555.6229091272121,1280,True,2,82,82,82,45561.0785484314,1.7997818008815145,386.90919007243093,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,5,517.6769685745239,1280,True,2,100,100,100,51767.69685745239,1.9317065674248586,420.10754428355824,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,10,537.610719203949,1280,True,2,100,100,100,53761.0719203949,1.8600819594533387,404.53062454191206,1.0,success,
architecture3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,arxiv,5.0,15,532.6798319816589,1280,True,2,100,100,100,53267.98319816589,1.8773002842623703,408.2752658213803,1.0,success,
